station_id,season,freq_range,slope,std_error
056_BL_Fo,winter,1day-1hour,1.411895026806307,0.04985782032750331
056_BL_Fo,winter,1hour-1min,0.05579062016187898,0.1882444815950809
058_BL_Sa,summer,1day-1hour,0.5142959532096931,0.03014555076752589
058_BL_Sa,summer,1hour-1min,1.0137796264181307,0.014443260895027194
058_BL_Sa,winter,1day-1hour,1.3118734799356073,0.02638855793690581
058_BL_Sa,winter,1hour-1min,0.02470808441539476,0.16923414267438025
059_BL_Do,summer,1day-1hour,0.49341883135096243,0.04271869532395212
059_BL_Do,summer,1hour-1min,1.0603367741629932,0.04348377484121331
059_BL_Do,winter,1day-1hour,1.2897932321541299,0.04155835033745678
059_BL_Do,winter,1hour-1min,0.1243075231481954,0.19482044215501998
076_VI_Tu,summer,1day-1hour,0.5305031699840753,0.035214910018216
076_VI_Tu,summer,1hour-1min,1.0834831315828901,0.0983639924953247
076_VI_Tu,winter,1day-1hour,1.405192783706164,0.034027071075681786
076_VI_Tu,winter,1hour-1min,0.30529176178437306,0.1104577075591583
091_BL_Pa,summer,1day-1hour,0.5926642307645046,0.016032179355762708
091_BL_Pa,summer,1hour-1min,1.0008022210459062,0.01118299531947075
091_BL_Pa,winter,1day-1hour,1.3816781353782088,0.045271717685300875
091_BL_Pa,winter,1hour-1min,-0.26684881498231594,0.022565504682951227
093_BL_To,summer,1day-1hour,0.43327592973269524,0.06061739984848801
093_BL_To,summer,1hour-1min,1.070578264841454,0.08394413340039632
093_BL_To,winter,1day-1hour,1.0914711839024913,0.10935096742271558
093_BL_To,winter,1hour-1min,0.37953896240523227,0.16356589684065878
096_RO_Ba,summer,1day-1hour,0.3326970566227982,0.03884490436700777
096_RO_Ba,summer,1hour-1min,1.2245876063619814,0.08175033691514422
096_RO_Ba,winter,1day-1hour,1.028791264219458,0.026969748959217055
096_RO_Ba,winter,1hour-1min,0.30873395742423837,0.21928324468475988
101_RO_Po,summer,1day-1hour,0.3634768948499216,0.03682092537975221
101_RO_Po,summer,1hour-1min,1.0771090083992292,0.12346048813452118
101_RO_Po,winter,1day-1hour,0.991062303019872,0.028210340588485067
101_RO_Po,winter,1hour-1min,0.34996879555422983,0.09076008620841343
104_VR_Vi,summer,1day-1hour,0.3080198693861367,0.02831934853571223
104_VR_Vi,summer,1hour-1min,1.2090790555648956,0.15247344314141434
104_VR_Vi,winter,1day-1hour,1.0108713667433802,0.05236580876305558
104_VR_Vi,winter,1hour-1min,0.3042866375945307,0.24150530481226462
105_VI_Lo,summer,1day-1hour,0.31261144054165974,0.047722574752224724
105_VI_Lo,summer,1hour-1min,1.0816468734413076,0.02060947070160636
105_VI_Lo,winter,1day-1hour,1.0928441793683148,0.045983156834009616
105_VI_Lo,winter,1hour-1min,0.2485987534689415,0.21167318681865221
112_RO_Ro,summer,1day-1hour,0.3414452802455287,0.045974525981226234
112_RO_Ro,summer,1hour-1min,1.2589784371883983,0.1625090571862632
112_RO_Ro,winter,1day-1hour,1.0693739708203507,0.04050701156155051
112_RO_Ro,winter,1hour-1min,0.4010556034817919,0.21452715414592508
114_RO_Vi,summer,1day-1hour,0.3648165589620356,0.025808530231329903
114_RO_Vi,summer,1hour-1min,1.0776085455403943,0.10783962458757798
114_RO_Vi,winter,1day-1hour,1.0311751226777566,0.030419537195541725
114_RO_Vi,winter,1hour-1min,0.2566081897388477,0.17438418994920854
115_RO_Ad,summer,1day-1hour,0.33387872889847897,0.04827203679414387
115_RO_Ad,summer,1hour-1min,1.1572857285272462,0.07474538963582873
115_RO_Ad,winter,1day-1hour,1.0168979624843828,0.03640622302371072
115_RO_Ad,winter,1hour-1min,0.3082640968969218,0.22349043505124352
116_RO_Fr,summer,1day-1hour,0.3202979444962552,0.021646553864742853
116_RO_Fr,summer,1hour-1min,1.3534848179324084,0.06871812349712372
116_RO_Fr,winter,1day-1hour,1.023052437219112,0.028018963450432394
116_RO_Fr,winter,1hour-1min,0.18267862014385627,0.17297704095374614
117_VR_So,summer,1day-1hour,0.4095402309583713,0.048751445174742364
117_VR_So,summer,1hour-1min,1.1527597045255253,0.1433929283481181
117_VR_So,winter,1day-1hour,1.0520262627484092,0.04921374390043649
117_VR_So,winter,1hour-1min,0.1899453579034675,0.19133785036147127
118_VR_Ba,summer,1day-1hour,0.34281105685864965,0.044626627685753824
118_VR_Ba,summer,1hour-1min,1.1920142355152976,0.11858750466177077
118_VR_Ba,winter,1day-1hour,1.032238620149355,0.04655659500812895
118_VR_Ba,winter,1hour-1min,0.18588133636182252,0.18221280668231937
120_VR_Do,summer,1day-1hour,0.36351271502408045,0.04424878798717807
120_VR_Do,summer,1hour-1min,1.1803430640320036,0.09051772582079173
120_VR_Do,winter,1day-1hour,1.1318031207841397,0.05572455477557622
120_VR_Do,winter,1hour-1min,0.3567241341018805,0.18427107219082203
123_VR_Ar,summer,1day-1hour,0.3143577011782868,0.04599400753985365
123_VR_Ar,summer,1hour-1min,1.2445584868276787,0.04698213862630024
123_VR_Ar,winter,1day-1hour,1.0254599214228743,0.04354751948702371
123_VR_Ar,winter,1hour-1min,0.16849309162506998,0.14286895333593128
125_VR_Sa,summer,1day-1hour,0.333430024371834,0.028988776950700627
125_VR_Sa,summer,1hour-1min,1.1335057571989196,0.15483488844141977
125_VR_Sa,winter,1day-1hour,1.0447273037163063,0.018600645294029897
125_VR_Sa,winter,1hour-1min,0.15853275155977947,0.17306530700599246
126_VR_Il,summer,1day-1hour,0.3074119770171139,0.049644599748361426
126_VR_Il,summer,1hour-1min,1.2343600168704458,0.14350752253925902
126_VR_Il,winter,1day-1hour,1.1130456337483898,0.03656331310689937
126_VR_Il,winter,1hour-1min,0.25806258364990686,0.1636256484447146
127_VR_Bu,summer,1day-1hour,0.3745120437279681,0.030578448754483623
127_VR_Bu,summer,1hour-1min,1.2345661656811355,0.12635162220096183
127_VR_Bu,winter,1day-1hour,1.0090758447765964,0.04272369211157767
127_VR_Bu,winter,1hour-1min,0.18620031754723962,0.12285870793909527
128_VR_Gr,summer,1day-1hour,0.36196004649495944,0.04721273380411552
128_VR_Gr,summer,1hour-1min,1.1756496029997516,0.10898479448281886
128_VR_Gr,winter,1day-1hour,1.0244263783083674,0.06493884417758682
128_VR_Gr,winter,1hour-1min,0.1817675370867377,0.15658680826770752
129_VR_Ca,summer,1day-1hour,0.3249842566458888,0.021641862648054698
129_VR_Ca,summer,1hour-1min,1.2164099277721963,0.16915793678050492
129_VR_Ca,winter,1day-1hour,1.0437798178541935,0.052405908221764275
129_VR_Ca,winter,1hour-1min,0.1510843586991777,0.12310108782907403
134_VI_Ma,summer,1day-1hour,0.4241814908434853,0.02916289757512614
134_VI_Ma,summer,1hour-1min,1.2620724753331298,0.020629207050776272
134_VI_Ma,winter,1day-1hour,1.188333827070713,0.041617821822634515
134_VI_Ma,winter,1hour-1min,0.3150448555257216,0.14211655593962869
135_VI_Ri,summer,1day-1hour,0.47548614214847396,0.0506721883372314
135_VI_Ri,summer,1hour-1min,1.0794283192544336,0.0010947749127780718
135_VI_Ri,winter,1day-1hour,1.409278762676198,0.053119370325154076
135_VI_Ri,winter,1hour-1min,0.24525743612139247,0.10126612973409464
137_VI_Va,summer,1day-1hour,0.5093836719891206,0.05578190535329647
137_VI_Va,summer,1hour-1min,1.1737843766261509,0.0866472498845953
137_VI_Va,winter,1day-1hour,1.3335255522007734,0.045348276949233754
137_VI_Va,winter,1hour-1min,0.27003177324953137,0.11490123455534171
139_VI_Lu,summer,1day-1hour,0.43865447031836846,0.04446538245124828
139_VI_Lu,summer,1hour-1min,1.1745064011315742,0.018245006068490686
139_VI_Lu,winter,1day-1hour,1.2204106314433747,0.021905217163261968
139_VI_Lu,winter,1hour-1min,0.3498028967721154,0.1898363264152996
140_VI_Pa,summer,1day-1hour,0.4349694151263015,0.053687875388681694
140_VI_Pa,summer,1hour-1min,0.9978231376463923,0.004698288364777378
140_VI_Pa,winter,1day-1hour,1.2409568757768887,0.03267730656649272
140_VI_Pa,winter,1hour-1min,0.3381167422109244,0.12387252573910408
144_VI_Ro,summer,1day-1hour,0.37902838818917917,0.06157930141039544
144_VI_Ro,summer,1hour-1min,1.1674779975601217,0.1055934525880698
144_VI_Ro,winter,1day-1hour,1.1319014766350475,0.026460257117216085
144_VI_Ro,winter,1hour-1min,0.3455898026211583,0.11259529435492163
145_VI_Ba,summer,1day-1hour,0.30309749108015815,0.01323245653048901
145_VI_Ba,summer,1hour-1min,1.177245449689461,0.10116094047072566
145_VI_Ba,winter,1day-1hour,1.0743760604912784,0.05030565764924145
145_VI_Ba,winter,1hour-1min,0.34325793053897974,0.20747516054686213
147_VI_Br,summer,1day-1hour,0.3367362858167719,0.02789914420248835
147_VI_Br,summer,1hour-1min,1.1961213448887846,0.07980175261572292
147_VI_Br,winter,1day-1hour,1.1911007231628419,0.036338489477904586
147_VI_Br,winter,1hour-1min,0.36201204511346896,0.17153157204009195
148_VI_Br,summer,1day-1hour,0.294287763641869,0.03699405677156604
148_VI_Br,summer,1hour-1min,1.2224488828697515,0.08838491930316747
148_VI_Br,winter,1day-1hour,1.223235390424429,0.025449430633690633
148_VI_Br,winter,1hour-1min,0.3566333904493701,0.1483219428048655
149_VI_Mo,summer,1day-1hour,0.3759864553548102,0.043763623264061316
149_VI_Mo,summer,1hour-1min,1.1761536283480254,0.03587593816495592
149_VI_Mo,winter,1day-1hour,1.1562622557834112,0.023726188279931063
149_VI_Mo,winter,1hour-1min,0.23858966630978373,0.21357066428947816
159_VE_Po,summer,1day-1hour,0.36209326607635695,0.034384542435321644
159_VE_Po,summer,1hour-1min,1.248473828563021,0.004037585782553922
159_VE_Po,winter,1day-1hour,1.0782832524588397,0.030268704515641287
159_VE_Po,winter,1hour-1min,0.4699980720817048,0.17001472436670026
163_VE_No,summer,1day-1hour,0.4105684649134446,0.06098267990674403
163_VE_No,summer,1hour-1min,1.2304931560237415,0.15748517711475363
163_VE_No,winter,1day-1hour,1.081210102503443,0.0278862541394558
163_VE_No,winter,1hour-1min,0.3594898210847848,0.11425774373389572
165_VE_Fo,summer,1day-1hour,0.3499224101436275,0.05198608693121897
165_VE_Fo,summer,1hour-1min,1.1778881916274448,0.04194533264700528
165_VE_Fo,winter,1day-1hour,1.039668377362456,0.025883737508239118
165_VE_Fo,winter,1hour-1min,0.5959626040520696,0.18494951904143583
166_VE_Lu,summer,1day-1hour,0.3793627519420858,0.03765526108341478
166_VE_Lu,summer,1hour-1min,1.2577504477395653,0.057088237012119854
166_VE_Lu,winter,1day-1hour,1.019339048401253,0.04027929575884373
166_VE_Lu,winter,1hour-1min,0.497048120789935,0.20217402395645678
167_VE_Mi,summer,1day-1hour,0.3365752950198213,0.07050969226414938
167_VE_Mi,summer,1hour-1min,1.230531937519924,0.040637192607195026
167_VE_Mi,winter,1day-1hour,1.1049064362928414,0.0061922907200559095
167_VE_Mi,winter,1hour-1min,0.22456616752229833,0.17577567460580268
168_VE_Ch,summer,1day-1hour,0.3008477283911985,0.031468453413006386
168_VE_Ch,summer,1hour-1min,1.171784089087298,0.03370018737647187
168_VE_Ch,winter,1day-1hour,1.0600034268446972,0.06353692448443764
168_VE_Ch,winter,1hour-1min,0.4642339145945934,0.12717483598595986
169_PD_Ag,summer,1day-1hour,0.2951442682494501,0.049598344117153186
169_PD_Ag,summer,1hour-1min,1.1783109164457466,0.09267229228291772
169_PD_Ag,winter,1day-1hour,1.016782661382159,0.03985881548881075
169_PD_Ag,winter,1hour-1min,0.25977606643317336,0.1564227376941183
170_PD_Te,summer,1day-1hour,0.34368829758268765,0.047422441181157744
170_PD_Te,summer,1hour-1min,1.3215624977585716,0.03958171387469586
170_PD_Te,winter,1day-1hour,1.1504379846858026,0.032732228370095096
170_PD_Te,winter,1hour-1min,0.32638126799464245,0.22830572396365084
175_PD_Co,summer,1day-1hour,0.30825516072386255,0.029507573881970752
175_PD_Co,summer,1hour-1min,1.1687805212138995,0.1075901042111385
175_PD_Co,winter,1day-1hour,1.1032965793187397,0.057094827260163565
175_PD_Co,winter,1hour-1min,0.2539783649142106,0.1717421912657413
179_PD_Ca,summer,1day-1hour,0.33907892094058145,0.03506335376297581
179_PD_Ca,summer,1hour-1min,1.3226861430099837,0.12482064304332117
179_PD_Ca,winter,1day-1hour,1.1112123063874366,0.041676988152526656
179_PD_Ca,winter,1hour-1min,0.2984483663047416,0.2137169843452699
183_TV_Vo,summer,1day-1hour,0.32297266835906874,0.04034703528697729
183_TV_Vo,summer,1hour-1min,1.1910571070907106,0.10927885957738503
183_TV_Vo,winter,1day-1hour,1.1222794943091046,0.04531669358704485
183_TV_Vo,winter,1hour-1min,0.49607557847160133,0.14071514283092323
184_TV_Ze,summer,1day-1hour,0.2992899356586551,0.0328626624384863
184_TV_Ze,summer,1hour-1min,1.0933174608940193,0.0004559801782657274
184_TV_Ze,winter,1day-1hour,1.0525908339297723,0.030327825549401305
184_TV_Ze,winter,1hour-1min,0.3309264013271554,0.19373395832363488
185_TV_Va,summer,1day-1hour,0.35185135714143734,0.03450968045062704
185_TV_Va,summer,1hour-1min,1.253459523382575,0.06469416119565854
185_TV_Va,winter,1day-1hour,1.1668532421195066,0.0476488834805694
185_TV_Va,winter,1hour-1min,0.4374488321645974,0.13341547804264023
186_TV_Ga,summer,1day-1hour,0.31749272337765444,0.04621151845897722
186_TV_Ga,summer,1hour-1min,1.1578022580341776,0.015581399380435802
186_TV_Ga,winter,1day-1hour,1.1665981263409084,0.05285411827584951
186_TV_Ga,winter,1hour-1min,0.3722962221523125,0.09827711682017273
187_TV_Ro,summer,1day-1hour,0.37784004102390584,0.05462539068072527
187_TV_Ro,summer,1hour-1min,1.2519582973915175,0.0869334209547771
187_TV_Ro,winter,1day-1hour,1.0714357310131137,0.032296834003011046
187_TV_Ro,winter,1hour-1min,0.3738199644270786,0.17516451288712223
188_TV_Vi,summer,1day-1hour,0.3226358573176549,0.032014963039027025
188_TV_Vi,summer,1hour-1min,1.133410651098486,0.10641930536525301
188_TV_Vi,winter,1day-1hour,1.1257335101543269,0.03359474832736628
188_TV_Vi,winter,1hour-1min,0.3326914664243667,0.1530892843919071
189_TV_Va,summer,1day-1hour,0.39381399602320516,0.04465108087138133
189_TV_Va,summer,1hour-1min,1.2064386282163317,0.07787433384830404
189_TV_Va,winter,1day-1hour,1.2232258180629505,0.04208322819227426
189_TV_Va,winter,1hour-1min,0.43625208550449,0.09193740529114997
190_VI_Br,summer,1day-1hour,0.5066385667860085,0.04504306169331249
190_VI_Br,summer,1hour-1min,1.1482026759366992,0.08209081217939572
190_VI_Br,winter,1day-1hour,1.3195223782802072,0.043942823911089175
190_VI_Br,winter,1hour-1min,0.46218566963457436,0.130075893170993
191_VI_Mo,summer,1day-1hour,0.45305370446132,0.0493956178777645
191_VI_Mo,summer,1hour-1min,1.0253815307508787,0.08156568264093733
191_VI_Mo,winter,1day-1hour,1.3422612867386572,0.05877842270838139
191_VI_Mo,winter,1hour-1min,0.27042499067922837,0.18313958138014208
195_TV_Fa,summer,1day-1hour,0.35118257982427364,0.04309217386777141
195_TV_Fa,summer,1hour-1min,1.0836610323423277,0.16289854652663358
195_TV_Fa,winter,1day-1hour,1.2065786393255542,0.04128662360786646
195_TV_Fa,winter,1hour-1min,0.5350623826737042,0.13707408111220443
196_TV_Od,summer,1day-1hour,0.34944157248819346,0.021275760647230618
196_TV_Od,summer,1hour-1min,1.2316879285431923,0.12575865140168496
196_TV_Od,winter,1day-1hour,1.0626622383199456,0.03644195886106365
196_TV_Od,winter,1hour-1min,0.43669830925682535,0.17664734645411043
197_TV_Ma,summer,1day-1hour,0.35682511530692373,0.022596715860339914
197_TV_Ma,summer,1hour-1min,1.1608837917342338,0.025844611210044548
197_TV_Ma,winter,1day-1hour,1.1280547959077887,0.04284512359870141
197_TV_Ma,winter,1hour-1min,0.26606160419660885,0.1646334778646244
199_BL_Lo,summer,1day-1hour,0.46662022383614454,0.048810442346207
199_BL_Lo,summer,1hour-1min,1.089460061642276,0.039491291945352364
199_BL_Lo,winter,1day-1hour,1.2688738560946833,0.07977854880248005
199_BL_Lo,winter,1hour-1min,0.2996080498766656,0.12932505184156382
200_BL_La,summer,1day-1hour,0.4184689960491966,0.02295622946610993
200_BL_La,summer,1hour-1min,1.033784919209511,0.006950892851661741
200_BL_La,winter,1day-1hour,1.3089781239340834,0.04675766310208313
200_BL_La,winter,1hour-1min,0.19367865686558802,0.17365760517912837
203_BL_Pa,summer,1day-1hour,0.5535170297533477,0.038935850994081825
203_BL_Pa,summer,1hour-1min,1.0271691484070475,0.0005065669970574623
203_BL_Pa,winter,1day-1hour,1.268564100932977,0.020645184614309198
203_BL_Pa,winter,1hour-1min,-0.06155397164809851,0.07755712043423213
216_BL_Ca,summer,1day-1hour,0.46025931005817383,0.042153342596390836
216_BL_Ca,summer,1hour-1min,1.0827840158687956,0.052090168800497424
216_BL_Ca,winter,1day-1hour,1.4009903079398731,0.0662009802084214
216_BL_Ca,winter,1hour-1min,0.5467682406891761,0.16811254157292563
236_BL_Sa,summer,1day-1hour,0.443622571865225,0.035453004186491735
236_BL_Sa,summer,1hour-1min,1.1047797137617479,0.01598441063559857
236_BL_Sa,winter,1day-1hour,1.157705782587293,0.04884257468833791
236_BL_Sa,winter,1hour-1min,0.45371582953968875,0.14165008322688974
237_BL_Co,summer,1day-1hour,0.5378829495800227,0.05380543986585458
237_BL_Co,summer,1hour-1min,0.9692986735330155,0.054293824637848605
237_BL_Co,winter,1day-1hour,1.314146736580458,0.018792882647833773
237_BL_Co,winter,1hour-1min,0.004577711896602572,0.1550367747902011
246_BL_Co,summer,1day-1hour,0.48399063818650045,0.026560743711345605
246_BL_Co,summer,1hour-1min,1.0404070394661409,0.028906329635468957
246_BL_Co,winter,1day-1hour,1.2729133628941989,0.06935417719737383
246_BL_Co,winter,1hour-1min,0.11223117097788823,0.17080467080312642
247_BL_Ca,summer,1day-1hour,0.4785222509953733,0.034612746073329356
247_BL_Ca,summer,1hour-1min,1.0704552585045555,0.03117023955631734
247_BL_Ca,winter,1day-1hour,1.2091349964159508,0.020463397276733
247_BL_Ca,winter,1hour-1min,-0.0071259571734360655,0.16613518523984439
